"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Município","Sexo","Cor ou raça","Ano x Nível de instrução x Grupo de idade"
"Município","Sexo","Cor ou raça","2022"
"Município","Sexo","Cor ou raça","Total","Sem instrução e fundamental incompleto","Fundamental completo e médio incompleto","Médio completo e superior incompleto","Superior completo"
"Município","Sexo","Cor ou raça","Total","Total","Total","Total","Total"
"Morungaba (SP)","Homens","Total","5152","1703","1137","1802","509"
"Morungaba (SP)","Mulheres","Total","5411","1589","936","2052","834"
"Motuca (SP)","Total","Total","3145","1216","417","1169","344"
"Motuca (SP)","Homens","Total","1567","611","218","620","119"
"Motuca (SP)","Mulheres","Total","1578","605","198","550","225"
"Murutinga do Sul (SP)","Total","Total","3054","1198","451","966","439"
"Murutinga do Sul (SP)","Homens","Total","1485","562","274","511","138"
"Murutinga do Sul (SP)","Mulheres","Total","1570","636","178","455","301"
"Nantes (SP)","Total","Total","1994","639","205","934","216"
"Nantes (SP)","Homens","Total","960","301","128","459","71"
"Nantes (SP)","Mulheres","Total","1034","338","77","475","145"
"Narandiba (SP)","Total","Total","4182","1319","523","1900","441"
"Narandiba (SP)","Homens","Total","2057","715","255","950","137"
"Narandiba (SP)","Mulheres","Total","2126","604","269","950","304"
"Natividade da Serra (SP)","Total","Total","5485","2845","833","1445","361"
"Natividade da Serra (SP)","Homens","Total","2864","1605","397","719","141"
"Natividade da Serra (SP)","Mulheres","Total","2621","1239","436","726","220"
"Nazaré Paulista (SP)","Total","Total","14292","5484","2140","4965","1703"
"Nazaré Paulista (SP)","Homens","Total","7192","2884","1249","2400","659"
"Nazaré Paulista (SP)","Mulheres","Total","7099","2599","891","2565","1044"
"Neves Paulista (SP)","Total","Total","7814","2759","1208","2522","1325"
"Neves Paulista (SP)","Homens","Total","3861","1395","626","1281","558"
"Neves Paulista (SP)","Mulheres","Total","3953","1364","582","1241","766"
"Nhandeara (SP)","Total","Total","7994","2907","876","2586","1625"
"Nhandeara (SP)","Homens","Total","3818","1424","419","1322","654"
"Nhandeara (SP)","Mulheres","Total","4176","1483","458","1264","971"
"Nipoã (SP)","Total","Total","3574","1644","699","877","354"
"Nipoã (SP)","Homens","Total","1821","886","387","427","121"
"Nipoã (SP)","Mulheres","Total","1753","758","313","449","233"
"Nova Aliança (SP)","Total","Total","5202","1892","853","1800","656"
"Nova Aliança (SP)","Homens","Total","2521","931","512","843","235"
"Nova Aliança (SP)","Mulheres","Total","2681","962","342","956","422"
"Nova Campina (SP)","Total","Total","6193","2759","930","2156","348"
"Nova Campina (SP)","Homens","Total","3077","1367","501","1080","129"
"Nova Campina (SP)","Mulheres","Total","3115","1392","428","1077","219"
"Nova Canaã Paulista (SP)","Total","Total","1683","847","143","514","178"
"Nova Canaã Paulista (SP)","Homens","Total","846","429","89","264","63"
"Nova Canaã Paulista (SP)","Mulheres","Total","837","418","54","249","115"
"Nova Castilho (SP)","Total","Total","810","274","95","358","84"
"Nova Castilho (SP)","Homens","Total","405","148","52","186","20"
"Nova Castilho (SP)","Mulheres","Total","405","126","43","172","64"
"Nova Europa (SP)","Total","Total","7039","2438","1223","2546","831"
"Nova Europa (SP)","Homens","Total","3418","1197","647","1267","307"
"Nova Europa (SP)","Mulheres","Total","3621","1241","576","1280","524"
"Nova Granada (SP)","Total","Total","14974","5687","2268","5443","1577"
"Nova Granada (SP)","Homens","Total","7363","2875","1328","2659","502"
"Nova Granada (SP)","Mulheres","Total","7610","2812","940","2784","1075"
"Nova Guataporanga (SP)","Total","Total","1704","683","237","585","200"
"Nova Guataporanga (SP)","Homens","Total","822","312","118","322","70"
"Nova Guataporanga (SP)","Mulheres","Total","882","371","118","264","129"
"Nova Independência (SP)","Total","Total","3597","1002","797","1461","336"
"Nova Independência (SP)","Homens","Total","2030","592","562","772","103"
"Nova Independência (SP)","Mulheres","Total","1567","410","235","689","233"
"Novais (SP)","Total","Total","3281","1359","556","1153","213"
"Novais (SP)","Homens","Total","1652","738","326","518","70"
"Novais (SP)","Mulheres","Total","1629","621","230","635","143"
"Nova Luzitânia (SP)","Total","Total","2244","771","281","976","215"
"Nova Luzitânia (SP)","Homens","Total","1134","369","169","509","87"
"Nova Luzitânia (SP)","Mulheres","Total","1109","402","112","467","128"
"Nova Odessa (SP)","Total","Total","48643","11231","6860","21766","8786"
"Nova Odessa (SP)","Homens","Total","23529","5174","3467","11163","3725"
"Nova Odessa (SP)","Mulheres","Total","25114","6057","3393","10603","5061"
"Novo Horizonte (SP)","Total","Total","30147","10406","4781","10791","4169"
"Novo Horizonte (SP)","Homens","Total","14751","5111","2424","5359","1857"
"Novo Horizonte (SP)","Mulheres","Total","15396","5294","2357","5432","2312"
"Nuporanga (SP)","Total","Total","5717","2068","728","2008","914"
"Nuporanga (SP)","Homens","Total","2801","1048","383","1042","327"
"Nuporanga (SP)","Mulheres","Total","2916","1019","345","966","586"
"Ocauçu (SP)","Total","Total","3307","1308","497","1233","269"
"Ocauçu (SP)","Homens","Total","1665","716","267","598","84"
"Ocauçu (SP)","Mulheres","Total","1642","592","230","635","185"
"Óleo (SP)","Total","Total","1998","849","229","692","228"
"Óleo (SP)","Homens","Total","1009","421","130","362","96"
"Óleo (SP)","Mulheres","Total","990","428","100","330","132"
"Olímpia (SP)","Total","Total","43030","12604","5565","17662","7198"
"Olímpia (SP)","Homens","Total","20553","6078","2884","8454","3138"
"Olímpia (SP)","Mulheres","Total","22477","6526","2682","9208","4060"
"Onda Verde (SP)","Total","Total","3624","1173","494","1626","330"
"Onda Verde (SP)","Homens","Total","1798","609","262","800","126"
"Onda Verde (SP)","Mulheres","Total","1826","564","231","826","204"
"Oriente (SP)","Total","Total","4827","1389","660","1973","805"
"Oriente (SP)","Homens","Total","2315","613","349","998","355"
"Oriente (SP)","Mulheres","Total","2512","776","312","975","450"
"Orindiúva (SP)","Total","Total","4574","1339","552","1876","807"
"Orindiúva (SP)","Homens","Total","2262","692","289","957","324"
"Orindiúva (SP)","Mulheres","Total","2312","647","263","919","483"
"Orlândia (SP)","Total","Total","30308","9208","5154","10851","5095"
"Orlândia (SP)","Homens","Total","14358","4204","2622","5545","1987"
"Orlândia (SP)","Mulheres","Total","15950","5005","2531","5306","3108"
"Osasco (SP)","Total","Total","564103","120475","87883","226349","129397"
"Osasco (SP)","Homens","Total","262941","54335","42469","109397","56739"
"Osasco (SP)","Mulheres","Total","301162","66140","45413","116951","72658"
"Oscar Bressane (SP)","Total","Total","1997","803","262","648","284"
"Oscar Bressane (SP)","Homens","Total","923","374","137","311","102"
"Oscar Bressane (SP)","Mulheres","Total","1074","429","125","337","183"
"Osvaldo Cruz (SP)","Total","Total","25322","7762","3990","8894","4676"
"Osvaldo Cruz (SP)","Homens","Total","12801","3824","2310","4704","1962"
"Osvaldo Cruz (SP)","Mulheres","Total","12521","3938","1680","4190","2714"
"Ourinhos (SP)","Total","Total","80861","22285","12354","30046","16176"
"Ourinhos (SP)","Homens","Total","37828","10367","6442","14289","6729"
"Ourinhos (SP)","Mulheres","Total","43032","11917","5912","15756","9446"
"Ouroeste (SP)","Total","Total","8052","2648","1026","2772","1607"
"Ouroeste (SP)","Homens","Total","3880","1245","585","1384","667"
"Ouroeste (SP)","Mulheres","Total","4172","1403","441","1388","940"
"Ouro Verde (SP)","Total","Total","5866","2204","794","2163","704"
"Ouro Verde (SP)","Homens","Total","2823","1031","438","1167","187"
"Ouro Verde (SP)","Mulheres","Total","3043","1173","356","996","517"
"Pacaembu (SP)","Total","Total","12933","5381","2781","3525","1246"
"Pacaembu (SP)","Homens","Total","8831","3906","2384","2059","482"
"Pacaembu (SP)","Mulheres","Total","4101","1475","397","1466","764"
"Palestina (SP)","Total","Total","9045","3638","1265","2937","1205"
"Palestina (SP)","Homens","Total","4480","1806","698","1463","513"
"Palestina (SP)","Mulheres","Total","4565","1832","566","1474","692"
"Palmares Paulista (SP)","Total","Total","7364","3004","1215","2371","773"
"Palmares Paulista (SP)","Homens","Total","3697","1606","679","1162","250"
"Palmares Paulista (SP)","Mulheres","Total","3667","1399","536","1209","523"
"Palmeira d'Oeste (SP)","Total","Total","7309","2893","984","2135","1297"
"Palmeira d'Oeste (SP)","Homens","Total","3603","1415","555","1140","492"
"Palmeira d'Oeste (SP)","Mulheres","Total","3706","1478","429","995","805"
"Palmital (SP)","Total","Total","15731","5341","1969","5754","2667"
"Palmital (SP)","Homens","Total","7514","2473","1020","3032","989"
"Palmital (SP)","Mulheres","Total","8217","2868","949","2721","1678"
"Panorama (SP)","Total","Total","11275","4451","1725","4085","1014"
"Panorama (SP)","Homens","Total","5513","2305","915","1917","376"
"Panorama (SP)","Mulheres","Total","5762","2146","810","2168","639"
"Paraguaçu Paulista (SP)","Total","Total","32032","9341","4429","12939","5323"
"Paraguaçu Paulista (SP)","Homens","Total","15805","4438","2614","6626","2128"
"Paraguaçu Paulista (SP)","Mulheres","Total","16227","4903","1816","6313","3196"
"Paraibuna (SP)","Total","Total","13740","5217","2306","4536","1681"
"Paraibuna (SP)","Homens","Total","6899","2794","1214","2235","656"
"Paraibuna (SP)","Mulheres","Total","6841","2423","1092","2301","1025"
"Paraíso (SP)","Total","Total","4874","1879","598","1485","912"
"Paraíso (SP)","Homens","Total","2453","947","318","834","354"
"Paraíso (SP)","Mulheres","Total","2421","932","280","650","559"
"Paranapanema (SP)","Total","Total","14606","5663","2295","5032","1616"
"Paranapanema (SP)","Homens","Total","7365","3068","1226","2512","559"
"Paranapanema (SP)","Mulheres","Total","7241","2595","1069","2520","1057"
"Paranapuã (SP)","Total","Total","3113","1360","364","1053","336"
"Paranapuã (SP)","Homens","Total","1561","676","218","539","129"
"Paranapuã (SP)","Mulheres","Total","1552","685","146","514","207"
"Parapuã (SP)","Total","Total","8524","3216","1332","2783","1193"
"Parapuã (SP)","Homens","Total","4163","1542","739","1425","458"
"Parapuã (SP)","Mulheres","Total","4361","1674","594","1358","735"
"Pardinho (SP)","Total","Total","5387","1821","956","1993","617"
"Pardinho (SP)","Homens","Total","2722","956","507","1011","248"
"Pardinho (SP)","Mulheres","Total","2665","865","449","982","369"
"Pariquera-Açu (SP)","Total","Total","14537","4830","2120","5763","1824"
"Pariquera-Açu (SP)","Homens","Total","7124","2444","1122","2807","750"
"Pariquera-Açu (SP)","Mulheres","Total","7413","2386","998","2955","1073"
"Parisi (SP)","Total","Total","2269","955","377","673","264"
"Parisi (SP)","Homens","Total","1107","497","202","322","87"
"Parisi (SP)","Mulheres","Total","1161","458","175","351","177"
"Patrocínio Paulista (SP)","Total","Total","11024","3480","2080","4068","1395"
"Patrocínio Paulista (SP)","Homens","Total","5511","1786","1204","2080","441"
"Patrocínio Paulista (SP)","Mulheres","Total","5513","1694","876","1989","954"
"Paulicéia (SP)","Total","Total","5916","2119","978","2252","566"
"Paulicéia (SP)","Homens","Total","2981","1152","542","1121","166"
"Paulicéia (SP)","Mulheres","Total","2935","967","436","1131","400"
"Paulínia (SP)","Total","Total","84975","19269","9742","32728","23236"
"Paulínia (SP)","Homens","Total","40531","8859","5191","16154","10328"
"Paulínia (SP)","Mulheres","Total","44444","10411","4551","16574","12908"
"Paulistânia (SP)","Total","Total","1605","668","256","531","150"
"Paulistânia (SP)","Homens","Total","811","352","151","253","55"
"Paulistânia (SP)","Mulheres","Total","795","317","105","278","94"
"Paulo de Faria (SP)","Total","Total","5913","2344","1127","1753","689"
"Paulo de Faria (SP)","Homens","Total","2977","1233","637","872","236"
"Paulo de Faria (SP)","Mulheres","Total","2935","1111","490","881","453"
"Pederneiras (SP)","Total","Total","34578","11394","5020","13391","4773"
"Pederneiras (SP)","Homens","Total","16950","5715","2661","6692","1882"
"Pederneiras (SP)","Mulheres","Total","17627","5679","2359","6699","2891"
"Pedra Bela (SP)","Total","Total","5219","2413","712","1605","489"
"Pedra Bela (SP)","Homens","Total","2697","1327","401","778","192"
"Pedra Bela (SP)","Mulheres","Total","2522","1086","311","827","298"
"Pedranópolis (SP)","Total","Total","2278","1075","319","663","221"
"Pedranópolis (SP)","Homens","Total","1136","555","149","349","84"
"Pedranópolis (SP)","Mulheres","Total","1141","520","170","314","138"
"Pedregulho (SP)","Total","Total","11931","4635","1857","3877","1562"
"Pedregulho (SP)","Homens","Total","5967","2416","938","2002","612"
"Pedregulho (SP)","Mulheres","Total","5964","2219","919","1875","951"
"Pedreira (SP)","Total","Total","34645","11332","5491","12812","5010"
"Pedreira (SP)","Homens","Total","16866","5310","2875","6348","2333"
"Pedreira (SP)","Mulheres","Total","17779","6022","2616","6464","2676"
"Pedrinhas Paulista (SP)","Total","Total","2288","692","825","269","502"
"Pedrinhas Paulista (SP)","Homens","Total","1098","351","414","137","196"
"Pedrinhas Paulista (SP)","Mulheres","Total","1190","341","411","133","306"
"Pedro de Toledo (SP)","Total","Total","8519","3197","1407","3274","641"
"Pedro de Toledo (SP)","Homens","Total","4286","1763","708","1623","192"
"Pedro de Toledo (SP)","Mulheres","Total","4233","1434","699","1651","449"
"Penápolis (SP)","Total","Total","48308","13993","8081","17343","8891"
"Penápolis (SP)","Homens","Total","22985","6887","4211","8374","3513"
"Penápolis (SP)","Mulheres","Total","25322","7106","3869","8969","5378"
"Pereira Barreto (SP)","Total","Total","18863","6088","2866","6211","3699"
"Pereira Barreto (SP)","Homens","Total","9051","3135","1400","3146","1369"
"Pereira Barreto (SP)","Mulheres","Total","9812","2953","1465","3065","2329"
"Pereiras (SP)","Total","Total","6642","2260","1168","2405","809"
"Pereiras (SP)","Homens","Total","3320","1135","664","1197","325"
"Pereiras (SP)","Mulheres","Total","3322","1125","505","1208","484"
"Peruíbe (SP)","Total","Total","52503","15437","9039","19497","8529"
"Peruíbe (SP)","Homens","Total","24888","7745","4220","9499","3424"
"Peruíbe (SP)","Mulheres","Total","27615","7692","4819","9998","5106"
"Piacatu (SP)","Total","Total","4336","1763","514","1392","666"
"Piacatu (SP)","Homens","Total","2142","849","263","781","248"
"Piacatu (SP)","Mulheres","Total","2194","913","251","611","418"
"Piedade (SP)","Total","Total","41477","15739","7122","14264","4352"
"Piedade (SP)","Homens","Total","20726","8147","3966","6995","1619"
"Piedade (SP)","Mulheres","Total","20752","7592","3157","7269","2733"
"Pilar do Sul (SP)","Total","Total","21010","7990","3260","6891","2869"
"Pilar do Sul (SP)","Homens","Total","10536","4174","1727","3500","1135"
"Pilar do Sul (SP)","Mulheres","Total","10474","3816","1533","3391","1733"
"Pindamonhangaba (SP)","Total","Total","126696","26385","18947","56659","24705"
"Pindamonhangaba (SP)","Homens","Total","60569","12034","9377","28299","10859"
"Pindamonhangaba (SP)","Mulheres","Total","66127","14351","9570","28360","13846"
"Pindorama (SP)","Total","Total","11722","4131","1643","4221","1728"
"Pindorama (SP)","Homens","Total","5777","1941","920","2205","711"
"Pindorama (SP)","Mulheres","Total","5945","2190","723","2016","1016"
"Pinhalzinho (SP)","Total","Total","12160","4770","2040","4002","1348"
"Pinhalzinho (SP)","Homens","Total","6049","2473","1083","1999","494"
"Pinhalzinho (SP)","Mulheres","Total","6111","2297","958","2003","853"
"Piquerobi (SP)","Total","Total","2619","1102","332","920","265"
"Piquerobi (SP)","Homens","Total","1240","527","190","462","61"
"Piquerobi (SP)","Mulheres","Total","1379","575","143","458","204"
"Piquete (SP)","Total","Total","9928","2483","1543","4533","1368"
"Piquete (SP)","Homens","Total","4674","1169","780","2226","499"
"Piquete (SP)","Mulheres","Total","5254","1315","763","2308","868"
"Piracaia (SP)","Total","Total","20815","7350","3055","6950","3460"
"Piracaia (SP)","Homens","Total","10122","3545","1488","3645","1444"
"Piracaia (SP)","Mulheres","Total","10694","3805","1567","3306","2017"
"Piracicaba (SP)","Total","Total","333473","73689","47898","138136","73750"
"Piracicaba (SP)","Homens","Total","158437","33623","23614","68086","33114"
"Piracicaba (SP)","Mulheres","Total","175036","40066","24285","70050","40636"
"Piraju (SP)","Total","Total","22977","6386","3627","8476","4488"
"Piraju (SP)","Homens","Total","10928","3108","1878","4208","1735"
"Piraju (SP)","Mulheres","Total","12049","3278","1749","4268","2754"
"Pirajuí (SP)","Total","Total","18359","6329","2503","7154","2373"
"Pirajuí (SP)","Homens","Total","9644","3511","1551","3669","913"
"Pirajuí (SP)","Mulheres","Total","8715","2818","953","3484","1459"
"Pirangi (SP)","Total","Total","8695","3426","1006","3036","1227"
"Pirangi (SP)","Homens","Total","4279","1724","545","1553","457"
"Pirangi (SP)","Mulheres","Total","4415","1701","462","1483","770"
